date,bank_prime_loan_rate,owned_housing_units,monetary_base,currency_circulation,federal_minimum_wage,m1_money_stock,m2_money_stock,m2_own_rate,cpi_core_urban_consumers,cpi_core_urban_consumers_exclude_food_energy,employees_payroll,consumer_credit,unemployment_rate,savings_deposits
2006-12-01,8.25,112.4,826731,809.326,5.15,1387.7,7085.2,2.459,201.8,207.3,138124,2456.7157,3.8,3696.6
2007-12-01,7.33,68.9,837192,820.294,5.85,1394.9,7489.7,2.371,210.036,212.356,139297,2609.4765,4.3,3871.6
2008-12-01,3.61,37.7,1666365,877.883,6.55,1632.3,8220.3,0.968,210.228,216.1,135732,2643.789,6.6,4089.8
2009-12-01,3.25,36.6,2026220,924.315,7.25,1724.4,8530.9,0.396,215.949,220.025,130690,2555.0166,9.1,4822.3
2010-12-01,3.25,33.8,2017000,979.39,7.25,1871.4,8844.8,0.28,219.179,221.795,131641,2646.8113,8.6,5348.2
2011-12-01,3.25,42.7,2619586,1066.406,7.25,2208.1,9717.8,0.196,225.672,226.74,133718,2757.0729,7.8,6053
2012-12-01,3.25,63.2,2675945,1156.695,7.25,2509.7,10520,0.133,229.601,231.033,135964,2914.619,7.1,6706.2
2013-12-01,3.25,67.6,3717450,1230.286,7.25,2715.7,11092.1,0.106,233.049,235,138292,3092.9708,6,7151.9
2014-12-01,3.25,73.4,3934455,1326.698,7.25,2992,11748,0.099,234.812,238.775,141326,3314.5721,5,7600.1
2015-12-01,3.37,78.1,3835810,1415.044,7.25,3141.1,12416.4,0.099,236.525,243.779,144063,3413.5546,4.5,8207.2
2016-12-01,3.64,86.5,3531565,1499.355,7.25,3384.1,13294.1,0.129,241.432,249.134,146270,3647.2196,4.2,8863.5
2017-12-01,4.4,81.4,3850969,1604.544,7.25,3653.1,13937.3,0.249,246.524,253.558,148526,3831.1217,3.6,9164.9
2018-12-01,5.35,76,3400747,1706.892,7.25,3786.9,14473,0.482,251.233,259.083,151203,4012.8923,3.4,9317.7
